"Day","Month","Year","Frequency"
"14","4","1966","15"
"16","0","1943","1"
"1","10","1939","2"
"8","6","1964","7"
"18","6","1984","89"
"28","7","1961","6"
"2","6","1962","3"
"10","10","1926","32"
"6","11","1987","107"
"23","2","2002","55"
"30","11","1967","15"
"25","10","1943","6"
"12","0","1942","4"
"19","2","1965","8"
"6","6","1989","167"
"14","0","1969","13"
"26","10","2002","88"
"3","2","1968","8"
"9","1","1956","4"
"9","2","1987","92"
"16","4","1927","10"
"27","2","1979","40"
"17","10","1989","228"
"19","7","1948","6"
"18","2","1989","149"
"29","5","1929","22"
"24","6","1969","20"
"27","4","1938","7"
"9","2","1993","80"
"2","4","1951","1"
"14","6","2007","74"
"14","3","1948","2"
"9","11","2000","31"
"23","11","1945","111"
"26","8","1934","7"
"19","6","1939","2"
"17","6","1920","10"
"30","8","1998","24"
"3","1","1919","2"
"25","11","1942","2"
"29","9","1944","2"
"15","5","1936","12"
"20","0","1942","5"
"17","8","1948","4"
"10","0","2007","132"
"7","11","1982","66"
"30","11","1946","3"
"11","6","1934","15"
"5","4","2010","2"
"17","9","1968","9"
"9","11","1984","99"
"14","9","2004","58"
"29","10","1946","2"
"25","10","1959","6"
"18","3","1988","137"
"1","3","1939","1"
"1","2","1978","87"
"26","6","1941","1"
"21","10","1935","4"
"2","2","1991","264"
"26","5","1980","76"
"30","2","1967","1"
"13","9","1922","13"
"20","6","1941","2"
"24","2","1915","12"
"27","2","1961","8"
"8","5","1918","5"
"6","7","1926","6"
"25","3","1961","8"
"6","4","1953","3"
"5","7","1989","118"
"15","0","1997","65"
"30","5","1954","3"
"26","2","1915","8"
"10","3","2008","39"
"8","3","1972","17"
"7","11","1913","9"
"29","7","1999","17"
"14","11","1950","6"
"20","9","1924","19"
"1","5","2000","29"
"12","1","1940","5"
"24","0","1979","53"
"30","8","2011","4"
"25","11","1905","1"
"14","5","1926","18"
"23","5","1920","10"
"7","10","2005","40"
"13","4","1984","93"
"3","7","1928","8"
"7","4","2009","17"
"21","0","1984","103"
"11","1","1958","5"
"6","9","1934","7"
"20","11","1961","5"
"29","2","1933","1"
"29","7","1908","1"
"18","6","1991","123"
"1","8","1960","12"
"1","1","1999","31"
"15","7","1973","13"
"4","9","1928","13"
"28","10","1973","29"
"5","7","1922","7"
"18","1","1993","86"
"18","7","1913","4"
"13","7","1933","7"
"29","7","1981","50"
"23","10","2000","59"
"28","11","1946","4"
"19","0","1930","36"
"1","8","1937","6"
"29","5","1922","7"
"11","9","2003","48"
"15","10","1977","46"
"28","8","1993","108"
"4","11","1948","1"
"8","10","1965","4"
"14","8","1936","5"
"21","8","1918","7"
"29","6","1929","20"
"7","6","1965","4"
"10","7","1974","11"
"9","7","1921","6"
"15","4","1939","4"
"14","10","1990","204"
"28","11","1988","181"
"23","3","1927","17"
"21","6","1938","4"
"22","10","2004","82"
"28","8","1967","13"
"31","7","1960","2"
"25","3","1970","12"
"17","4","1969","9"
"3","6","1930","10"
"20","10","1968","23"
"18","2","1949","3"
"21","9","1906","1"
"26","10","1993","154"
"15","3","1965","5"
"6","7","1923","7"
"22","2","1946","4"
"16","7","1958","1"
"12","10","1999","36"
"12","3","1923","6"
"7","0","1973","6"
"19","7","1972","29"
"9","9","1980","69"
"12","10","1948","6"
"26","2","1976","26"
"24","5","1990","153"
"25","7","1930","22"
"27","5","1983","70"
"7","11","2009","3"
"22","7","2012","6"
"18","11","1971","21"
"8","2","1919","3"
"3","11","1935","10"
"8","8","1986","125"
"26","8","1963","7"
"21","9","1958","4"
"25","2","1989","144"
"6","0","1959","5"
"5","10","1992","108"
"26","11","1986","160"
"17","3","1996","38"
"20","1","1994","109"
"8","11","1986","114"
"17","1","1947","1"
"11","10","1959","7"
"29","9","1922","10"
"4","3","1924","3"
"28","3","1976","22"
"5","5","1984","87"
"16","0","1917","11"
"30","3","1949","4"
"23","7","1957","4"
"5","3","1945","3"
"9","0","1967","7"
"6","0","2001","29"
"10","3","1935","1"
"23","7","1990","153"
"19","4","1920","13"
"30","6","1985","108"
"23","0","1978","70"
"8","3","1989","113"
"23","2","1960","3"
"20","1","1913","19"
"24","5","1944","1"
"11","8","1915","1"
"23","0","1954","6"
"6","5","1996","43"
"9","5","1961","6"
"5","11","2007","56"
"26","0","1962","22"
"27","9","1950","3"
"22","4","1914","5"
"8","10","1941","3"
"11","8","2007","90"
"7","3","1960","6"
"5","1","1990","135"
"11","1","1911","1"
"21","6","2003","77"
"13","8","1968","5"
"2","4","1903","1"
"28","8","2000","34"
"30","7","1926","14"
"19","2","2005","77"
"21","6","1945","3"
"9","8","1965","4"
"3","6","1953","5"
"11","8","1959","5"
"20","2","1962","12"
"8","0","2004","32"
"16","5","1972","24"
"29","7","2000","28"
"23","4","1972","17"
"13","6","1981","62"
"7","6","1966","6"
"1","0","1934","7"
"25","4","2010","6"
"23","11","1905","1"
"4","7","1954","2"
"19","9","1967","14"
"7","8","1974","19"
"27","1","1924","7"
"16","9","1970","12"
"29","10","1927","17"
"30","8","1978","31"
"3","1","1953","1"
"11","7","1916","6"
"5","11","1933","12"
"6","11","1936","10"
"10","6","1973","14"
"2","5","2009","41"
"15","11","2002","58"
"24","2","1939","6"
"1","2","2000","47"
"28","11","2011","38"
"1","10","1945","1"
"31","0","1983","115"
"19","7","1934","15"
"24","0","1987","165"
"25","11","1951","7"
"4","7","1991","122"
"3","11","1924","8"
"6","8","1990","133"
"12","6","1994","120"
"1","3","2000","25"
"12","4","1974","26"
"26","11","1945","4"
"16","11","1986","132"
"25","6","1944","3"
"28","5","1955","5"
"31","7","1959","2"
"15","3","1945","1"
"31","9","1967","1"
"18","0","1965","15"
"26","1","2004","61"
"29","1","1980","45"
"16","0","1999","31"
"21","11","2011","54"
"3","0","1990","168"
"15","7","1988","147"
"28","7","1991","118"
"8","7","1970","7"
"17","5","1927","24"
"26","0","1976","31"
"18","1","1986","81"
"12","7","1944","2"
"23","0","1928","21"
"12","7","1959","2"
"8","11","1931","14"
"28","1","1924","8"
"22","11","1924","31"
"3","2","1997","59"
"10","11","1986","139"
"21","3","1947","4"
"13","9","1983","95"
"30","6","1911","1"
"7","9","1930","11"
"2","11","2000","25"
"1","0","1917","3"
"3","3","2010","4"
"28","9","1938","1"
"30","6","1988","156"
"20","7","1938","3"
"14","1","1943","2"
"10","5","1916","4"
"7","2","1952","4"
"29","2","1946","2"
"8","7","1927","8"
"12","9","1977","40"
"13","7","1923","7"
"21","4","1930","15"
"11","4","2002","45"
"10","2","1973","19"
"5","5","1962","5"
"8","1","2003","53"
"18","6","1978","22"
"18","2","1955","5"
"7","11","1964","8"
"19","11","1908","1"
"17","7","1974","9"
"11","4","1962","8"
"27","3","1948","1"
"27","8","1931","21"
"18","9","1929","10"
"30","11","1942","6"
"23","1","1953","2"
"28","10","1939","2"
"30","4","1916","6"
"20","11","1972","27"
"18","8","1947","3"
"5","6","2003","28"
"8","4","1956","3"
"10","1","1930","16"
"3","10","1995","73"
"2","0","1973","11"
"8","7","2009","24"
"1","4","1996","99"
"30","5","1950","5"
"7","1","1997","31"
"11","3","1946","2"
"30","11","1920","10"
"27","8","1953","2"
"16","2","1963","5"
"15","0","1985","122"
"25","4","1998","44"
"18","10","1961","9"
"9","11","1987","125"
"5","6","1939","2"
"21","0","1923","86"
"21","4","1914","2"
"20","2","2002","177"
"6","5","2007","51"
"5","2","1977","10"
"26","7","1968","10"
"2","6","1927","9"
"7","1","1994","58"
"3","9","1914","5"
"30","3","1992","110"
"24","6","1924","14"
"14","8","1981","73"
"10","8","1994","96"
"15","1","1969","10"
"10","11","1996","70"
"13","11","1961","10"
"14","1","1942","1"
"14","0","1979","62"
"15","11","1905","1"
"23","4","1991","156"
"2","8","1946","3"
"28","6","1966","6"
"12","1","1913","4"
"18","3","1927","21"
"10","5","1983","103"
"20","5","1958","4"
"6","0","1931","16"
"3","8","1934","4"
"21","6","1935","11"
"8","0","1963","6"
"14","11","1918","22"
"24","9","1969","9"
"10","5","1997","26"
"13","10","1946","4"
"16","8","1936","7"
"5","0","1917","7"
"11","2","1970","20"
"16","2","1997","37"
"13","8","1941","3"
"2","2","1989","300"
"1","1","1913","3"
"24","10","1955","7"
"29","4","1986","100"
"23","4","1919","9"
"6","3","1913","3"
"12","2","1957","7"
"7","7","1959","3"
"17","10","1948","2"
"22","7","1950","7"
"9","10","1949","3"
"14","2","1986","159"
"12","5","2012","13"
"12","3","1990","196"
"19","0","1962","9"
"15","8","1924","22"
"17","1","2007","79"
"14","0","1929","45"
"19","3","1992","166"
"6","6","1983","93"
"12","11","1922","12"
"29","6","2003","34"
"24","10","1941","3"
"29","6","1991","136"
"2","11","1931","10"
"6","7","1929","1"
"20","4","1927","13"
"8","1","2009","23"
"26","2","1980","55"
"29","7","1937","1"
"29","10","1970","25"
"18","4","1932","10"
"13","5","1995","54"
"11","9","1914","10"
"9","3","1933","7"
"26","3","2000","33"
"1","0","1950","4"
"24","0","1965","14"
"31","0","1915","13"
"13","3","1988","141"
"1","8","1964","4"
"9","8","2006","100"
"23","0","1922","21"
"15","8","1921","21"
"24","3","1976","25"
"30","0","1958","12"
"14","8","1978","40"
"16","7","1946","2"
"5","7","1968","2"
"6","1","2003","31"
"29","2","1916","1"
"24","2","2002","34"
"27","3","2003","36"
"11","3","1949","1"
"11","5","1944","5"
"15","11","1997","41"
"5","7","1917","4"
"25","11","1979","65"
"22","3","1941","2"
"7","8","2005","94"
"3","4","2010","4"
"26","1","1943","3"
"2","8","1928","11"
"20","4","1974","19"
"6","6","1994","94"
"25","3","1958","3"
"24","3","1991","119"
"6","4","2010","5"
"7","10","1979","23"
"3","2","1962","12"
"4","2","1973","12"
"10","10","1974","44"
"15","8","1984","108"
"31","7","1988","117"
"11","10","1952","1"
"20","1","1952","7"
"8","11","1990","146"
"27","9","1996","54"
"24","5","1983","82"
"18","8","1970","14"
"5","3","1961","6"
"20","2","1954","3"
"8","1","1971","14"
"5","8","1971","11"
"31","11","1917","6"
"30","2","1937","1"
"30","5","1976","25"
"29","4","1908","1"
"5","11","1934","9"
"17","4","1986","128"
"8","9","1930","13"
"27","11","1991","192"
"10","10","1921","11"
"24","0","1928","32"
"12","7","1971","8"
"17","5","1928","16"
"4","0","1972","12"
"25","6","1991","152"
"20","8","1999","42"
"17","4","1905","1"
"16","0","1950","2"
"19","3","1951","6"
"28","6","1915","10"
"18","11","1926","25"
"14","10","2002","60"
"8","10","1916","7"
"19","4","1988","185"
"30","10","2005","82"
"6","1","1941","3"
"30","11","1989","173"
"23","2","1996","62"
"17","11","1963","9"
"18","1","1926","11"
"31","0","1979","53"
"14","8","2002","38"
"13","4","1938","6"
"6","2","2006","70"
"3","7","1909","1"
"19","0","1968","35"
"11","0","1918","21"
"8","0","1988","118"
"21","1","1990","158"
"3","9","1953","5"
"1","1","2011","10"
"13","6","2007","58"
"14","7","1992","107"
"12","2","1988","169"
"15","11","1976","50"
"20","4","1970","11"
"3","11","1921","17"
"8","11","1964","11"
"23","6","1983","76"
"22","9","1975","39"
"18","0","1904","1"
"22","3","1969","14"
"15","9","1945","2"
"14","5","2007","87"
"25","10","1981","100"
"15","2","1990","167"
"3","9","1924","5"
"24","6","1988","194"
"14","11","1976","39"
"26","9","1961","2"
"17","4","1966","16"
"4","8","2007","86"
"22","4","1979","43"
"13","6","1964","9"
"19","11","1982","151"
"18","4","1927","12"
"21","4","2003","51"
"19","1","2011","4"
"19","6","1937","2"
"24","4","1976","34"
"29","11","2000","48"
"25","7","2001","25"
"4","1","1920","6"
"3","5","1955","2"
"24","0","1986","158"
"20","4","1995","73"
"23","9","2010","7"
"31","9","1926","3"
"17","0","1976","32"
"24","11","1964","13"
"6","11","1996","40"
"27","9","1965","4"
"25","10","1967","29"
"25","4","1929","24"
"10","6","1970","16"
"26","1","2005","65"
"10","4","1945","2"
"1","9","2006","157"
"10","11","1964","9"
"19","4","1904","10"
"16","8","1919","5"
"3","10","2002","30"
"7","1","2001","21"
"14","9","1937","3"
"27","11","2000","49"
"23","2","1991","141"
"6","0","1924","9"
"18","8","1937","3"
"26","8","1990","125"
"17","2","1983","72"
"19","2","1954","6"
"12","3","2005","108"
"27","10","1924","10"
"13","5","1973","17"
"29","7","1974","12"
"6","8","1959","3"
"22","8","1985","123"
"21","9","1970","14"
"4","2","1980","41"
"21","8","1956","4"
"14","9","1968","13"
"20","8","2012","28"
"18","2","1944","2"
"17","5","1958","2"
"28","2","1963","6"
"20","9","1991","155"
"30","5","1962","3"
"12","5","1994","112"
"27","0","2002","51"
"12","2","1962","5"
"13","8","1940","4"
"21","5","1992","173"
"19","11","2004","92"
"14","0","1976","41"
"10","6","1955","5"
"31","6","1956","3"
"18","3","1930","13"
"1","5","1916","8"
"28","1","2005","69"
"12","0","1971","22"
"10","10","1950","14"
"22","1","1952","2"
"12","3","1922","8"
"5","11","1942","1"
"16","2","2008","65"
"14","3","2010","12"
"22","8","1926","10"
"14","11","2008","57"
"29","10","1933","16"
"8","10","1938","1"
"8","8","1952","3"
"4","5","2011","8"
"29","8","1963","8"
"29","5","1967","12"
"1","11","1954","8"
"5","7","1974","15"
"15","7","1929","14"
"3","1","1912","1"
"21","4","1945","3"
"8","3","1956","2"
"14","10","1987","210"
"15","9","1980","59"
"27","8","1946","2"
"6","9","1972","7"
"14","5","1947","2"
"7","10","1916","5"
"22","3","1989","178"
"7","4","1942","2"
"25","6","1950","3"
"16","0","1930","31"
"19","5","1982","85"
"4","4","2007","90"
"5","6","1989","129"
"7","7","1943","1"
"13","10","1916","22"
"14","11","1962","6"
"15","8","1969","12"
"16","5","1964","6"
"22","7","1966","9"
"26","10","1988","229"
"29","11","1913","13"
"19","6","1997","38"
"27","1","1998","25"
"30","11","1991","160"
"20","6","1984","93"
"29","8","1969","8"
"28","3","1919","7"
"20","7","1970","5"
"12","2","1913","7"
"6","10","1926","12"
"23","7","1931","14"
"4","9","1941","4"
"26","2","1965","3"
"16","9","1928","18"
"5","1","1989","110"
"6","0","2005","68"
"24","9","1939","2"
"11","4","1948","2"
"2","6","1974","16"
"24","11","1925","16"
"10","9","1961","9"
"10","5","1942","1"
"9","10","1975","24"
"20","7","1923","21"
"20","9","1948","3"
"1","10","1929","16"
"24","9","2006","77"
"26","9","1941","1"
"3","9","1965","6"
"1","8","1973","25"
"7","2","1970","10"
"21","7","1924","14"
"21","7","1979","44"
"19","0","1945","4"
"13","3","1961","6"
"18","11","1948","2"
"24","1","1973","18"
"2","8","1956","2"
"14","7","1983","83"
"14","8","1993","115"
"13","10","1950","4"
"15","0","1971","20"
"16","5","1982","65"
"2","11","1948","4"
"11","7","2010","6"
"21","4","2000","38"
"21","1","1944","2"
"10","0","1957","16"
"6","4","1914","7"
"20","3","1980","36"
"18","5","1998","32"
"9","10","2000","17"
"19","3","2006","75"
"11","0","1914","392"
"2","1","1985","91"
"6","9","1919","5"
"16","6","2000","31"
"7","1","1979","22"
"29","0","1940","3"
"19","10","1923","25"
"12","6","2000","55"
"14","9","1948","1"
"7","9","1937","3"
"8","2","1907","1"
"7","8","1986","105"
"16","11","1971","12"
"17","10","1950","9"
"25","9","1937","9"
"30","4","1931","12"
"14","9","1982","68"
"20","4","1962","8"
"16","1","1958","6"
"14","2","1941","2"
"10","4","1976","31"
"20","8","1989","156"
"7","1","1982","35"
"19","9","1924","13"
"28","2","1941","1"
"17","2","1949","5"
"23","6","1978","41"
"26","6","1942","1"
"8","7","1928","8"
"2","3","1992","131"
"7","9","1975","10"
"3","8","1981","54"
"6","11","1917","4"
"9","3","1955","2"
"29","11","1928","21"
"5","6","1925","5"
"27","0","1980","85"
"2","0","1938","3"
"10","1","1942","2"
"12","11","1964","12"
"13","10","1990","195"
"29","0","1929","12"
"8","3","1998","12"
"14","8","1996","58"
"16","2","1991","150"
"18","8","1918","23"
"17","1","1954","1"
"4","5","1992","92"
"2","11","1979","44"
"5","0","1965","2"
"9","1","1931","10"
"15","3","1989","175"
"1","5","1970","10"
"16","11","2008","41"
"1","11","1924","20"
"8","7","1999","15"
"31","7","1975","20"
"11","4","1972","23"
"17","2","1917","12"
"14","5","1940","2"
"23","3","2004","62"
"12","5","1924","10"
"17","8","1922","12"
"19","9","1943","2"
"27","4","1913","3"
"7","0","1939","1"
"24","4","1974","26"
"21","7","1928","12"
"24","1","1915","5"
"17","1","1905","1"
"20","1","1949","6"
"16","10","1950","6"
"26","10","1903","1"
"31","4","1913","4"
"12","10","1984","135"
"1","10","2008","42"
"22","7","1915","8"
"4","3","1951","3"
"2","3","2010","8"
"16","6","1964","8"
"14","2","1965","5"
"8","7","1987","112"
"1","0","1935","15"
"25","11","1967","26"
"1","1","1959","9"
"13","3","1987","153"
"2","9","1929","12"
"1","9","1969","12"
"2","1","1988","115"
"3","3","1932","14"
"14","8","1924","8"
"4","1","1945","2"
"5","7","1961","3"
"4","10","2006","67"
"26","10","1959","5"
"7","9","1915","4"
"1","10","1966","11"
"31","4","1950","1"
"23","0","1940","7"
"11","9","1989","197"
"24","10","1982","114"
"19","4","1992","143"
"21","3","2004","56"
"18","1","1928","14"
"23","6","1990","185"
"12","8","1931","23"
"8","3","1965","4"
"26","6","1920","9"
"6","5","1999","27"
"16","9","1985","123"
"20","10","1953","8"
"26","1","1981","58"
"29","7","1986","110"
"10","8","1944","1"
"22","11","1935","19"
"25","7","1949","2"
"25","6","1940","3"
"7","1","2005","56"
"10","7","1992","124"
"14","4","1987","171"
"11","2","1984","115"
"17","5","2010","3"
"20","5","2010","27"
"17","8","1950","3"
"8","11","2001","49"
"30","7","1989","136"
"26","10","1960","8"
"12","1","1995","86"
"23","0","1962","4"
"29","2","1913","4"
"9","0","2005","67"
"21","1","1922","12"
"3","10","1913","7"
"22","2","2002","90"
"3","10","2006","76"
"28","2","1944","5"
"4","5","1978","32"
"14","8","1919","7"
"13","6","1937","9"
"17","3","1985","96"
"24","10","2001","46"
"3","8","1927","5"
"28","5","1997","25"
"11","9","1952","1"
"4","7","1939","2"
"5","3","1977","16"
"3","11","1998","17"
"25","2","1922","26"
"1","0","1953","3"
"7","5","1987","99"
"28","10","1975","41"
"14","0","1968","15"
"30","10","1938","8"
"21","4","1970","16"
"11","6","1931","9"
"30","6","1922","7"
"12","3","1936","9"
"8","8","1941","1"
"15","11","1987","162"
"23","3","1980","62"
"26","0","1983","101"
"4","7","1943","1"
"11","0","1987","121"
"18","6","1964","6"
"3","2","1952","2"
"2","7","1973","7"
"5","2","1925","3"
"8","9","1924","6"
"28","6","1937","3"
"30","11","1931","19"
"17","10","2004","50"
"2","3","1932","4"
"26","11","1966","13"
"4","1","1965","5"
"19","1","2008","57"
"30","0","1998","29"
"29","0","1928","15"
"24","10","1987","188"
"26","3","1926","21"
"29","7","1968","5"
"21","7","1957","2"
"22","3","1968","16"
"1","0","1992","109"
"12","2","1961","6"
"26","11","1926","42"
"22","3","1972","20"
"5","4","1982","49"
"21","2","1986","127"
"16","7","1925","9"
"1","1","1911","1"
"25","5","1983","78"
"2","9","1922","7"
"26","6","1993","121"
"21","10","1993","159"
"15","5","1943","1"
"14","3","1977","36"
"11","9","1995","75"
"9","2","1926","8"
"22","1","1961","11"
"12","1","2001","69"
"27","3","1982","55"
"2","1","1954","2"
"6","6","1968","11"
"24","0","1919","15"
"18","9","1940","3"
"16","2","1938","3"
"30","5","1961","6"
"10","0","1941","5"
"6","10","1959","1"
"7","10","1936","7"
"31","11","1987","6"
"10","11","1939","3"
"7","6","1972","7"
"29","8","1928","6"
"23","0","1943","5"
"14","5","1919","7"
"7","9","1939","6"
"3","1","2010","7"
"8","9","1985","76"
"26","11","1957","4"
"15","3","1961","15"
"15","2","1974","27"
"16","3","1923","9"
"4","6","1914","6"
"24","5","1927","10"
"22","0","1995","111"
"25","10","1947","9"
"6","11","1984","87"
"22","6","1931","14"
"8","4","1961","6"
"20","8","2001","31"
"11","9","1966","7"
"3","8","1958","3"
"7","6","2007","70"
"9","10","1913","5"
"17","5","1931","16"
"31","4","1984","1"
"9","2","1971","9"
"9","0","1919","13"
"4","7","2012","5"
"29","11","1973","26"
