"Word","G2","G2 Ranking","Relative Frequency Difference Ranking","Relative Frequency Difference","Relative frequency - BNC","Relative frequency - Passwords","Absolute frequency - BNC","Absolute frequency - Passwords"
"stirling","-154.89039247317817","23333","16348","-6.1690953E-6","9.979595E-6","3.8105E-6","999","154"
"socket","-154.8618756981238","23334","18919","-4.5191305E-6","6.003741E-6","1.4846104E-6","601","60"
"fireplace","-154.82168924578755","23335","17853","-5.1102043E-6","7.3123765E-6","2.202172E-6","732","89"
"mungo","-154.7926966186279","23336","19151","-4.403098E-6","5.763991E-6","1.3608928E-6","577","55"
"fluorescent","-154.7838907059311","23337","23007","-2.8336606E-6","3.0068652E-6","1.7320454E-7","301","7"
"wooten","154.77564828232227","23338","28268","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"castilla","154.77564828232227","23339","28269","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"peder","154.77564828232227","23340","28270","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"firebug","154.77564828232227","23341","28271","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"virgina","154.77564828232227","23342","28272","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"eoan","154.77564828232227","23343","28273","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"lunk","154.77564828232227","23344","28274","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"manuka","154.77564828232227","23345","28275","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"mandril","154.77564828232227","23346","28276","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"suomi","154.77564828232227","23347","28277","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"vandamme","154.77564828232227","23348","28278","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"ballou","154.77564828232227","23349","28279","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"zafer","154.77564828232227","23350","28280","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"fuff","154.77564828232227","23351","28281","1.6230819E-6","9.989585E-9","1.6330714E-6","1","66"
"patchy","154.7527772101721","23352","17595","5.2760624E-6","3.1367297E-6","8.412792E-6","314","340"
"emancipation","-154.74320845478036","23353","20338","-3.8286216E-6","4.6451573E-6","8.165357E-7","465","33"
"hezekiah","154.69386819416542","23354","26289","2.0033021E-6","9.989585E-8","2.103198E-6","10","85"
"shilling","-154.64466989557644","23355","21471","-3.3658741E-6","3.836001E-6","4.7012662E-7","384","19"
"valhalla","154.64165031373005","23356","24788","2.3435643E-6","2.2976046E-7","2.5733248E-6","23","104"
"marek","154.62962399050244","23357","20596","3.7104537E-6","1.1887606E-6","4.899214E-6","119","198"
"distort","-154.60434389011655","23358","23424","-2.7133249E-6","2.8370423E-6","1.2371753E-7","284","5"
"anomalous","-154.58887160411533","23359","23656","-2.648162E-6","2.747136E-6","9.897403E-8","275","4"
"swanson","154.5503905351993","23360","23026","2.8261402E-6","4.8948965E-7","3.3156298E-6","49","134"
"midweek","-154.53268525148223","23361","24228","-2.4978572E-6","2.5473441E-6","4.9487014E-8","255","2"
"inhabit","-154.53268525148223","23362","24229","-2.4978572E-6","2.5473441E-6","4.9487014E-8","255","2"
"attentive","-154.53268525148223","23363","24230","-2.4978572E-6","2.5473441E-6","4.9487014E-8","255","2"
"tabled","-154.53268525148223","23364","24231","-2.4978572E-6","2.5473441E-6","4.9487014E-8","255","2"
"revelations","-154.52974539359428","23365","20071","-3.939429E-6","4.8549387E-6","9.1550976E-7","486","37"
"conserve","-154.45348155795443","23366","22694","-2.9340174E-6","3.156709E-6","2.2269155E-7","316","9"
"dose","-154.42449415135536","23367","14076","-8.253219E-6","1.6492806E-5","8.239587E-6","1651","333"
"treasures","-154.39283050496292","23368","19126","-4.4183125E-6","5.803949E-6","1.3856363E-6","581","56"
"productions","-154.37408510728176","23369","18946","-4.5091406E-6","5.993751E-6","1.4846104E-6","600","60"
"hedgerows","-154.31914890326303","23370","24601","-2.4027258E-6","2.4274693E-6","2.4743507E-8","243","1"
"flaubert","-154.31914890326303","23371","24602","-2.4027258E-6","2.4274693E-6","2.4743507E-8","243","1"
"witnessing","-154.31914890326303","23372","24603","-2.4027258E-6","2.4274693E-6","2.4743507E-8","243","1"
"farmed","-154.31914890326303","23373","24604","-2.4027258E-6","2.4274693E-6","2.4743507E-8","243","1"
"incarnation","-154.26321578591532","23374","23216","-2.7684978E-6","2.916959E-6","1.4846104E-7","292","6"
"jigs","154.25128038490018","23375","22784","2.8999098E-6","5.394376E-7","3.4393474E-6","54","139"
"yelling","-154.22580431644744","23376","22860","-2.878844E-6","3.0767922E-6","1.9794805E-7","308","8"
"doherty","154.20748410082817","23377","19371","4.2935417E-6","1.8181045E-6","6.111646E-6","182","247"
"indonesia","154.1965721861191","23378","14370","7.932854E-6","8.571064E-6","1.6503918E-5","858","667"
"everly","154.076481878349","23379","26037","2.0575535E-6","1.1987503E-7","2.1774285E-6","12","88"
"yoke","154.07424889879292","23380","20070","3.94083E-6","1.4285107E-6","5.3693407E-6","143","217"
"sanitary","-153.96105025549946","23381","23464","-2.7033352E-6","2.8270526E-6","1.2371753E-7","283","5"
"skeletal","-153.96105025549946","23382","23465","-2.7033352E-6","2.8270526E-6","1.2371753E-7","283","5"
"basset","153.9595307632295","23383","23582","2.6686114E-6","3.995834E-7","3.0681947E-6","40","124"
"dilute","-153.93954563668578","23384","23679","-2.6381724E-6","2.7371464E-6","9.897403E-8","274","4"
"amenity","-153.93954563668578","23385","23680","-2.6381724E-6","2.7371464E-6","9.897403E-8","274","4"
"mayor","-153.93684564321472","23386","12820","-9.848772E-6","2.2616421E-5","1.2767649E-5","2264","516"
"maida","153.90886319361195","23387","25018","2.2893128E-6","2.0978129E-7","2.499094E-6","21","101"
"adman","153.88489383270797","23388","25528","2.1660562E-6","1.5983336E-7","2.3258897E-6","16","94"
"nizar","153.8786330129035","23389","27683","1.7268202E-6","2.9968756E-8","1.756789E-6","3","71"
"reddick","153.8786330129035","23390","27684","1.7268202E-6","2.9968756E-8","1.756789E-6","3","71"
"evelyne","153.8786330129035","23391","27685","1.7268202E-6","2.9968756E-8","1.756789E-6","3","71"
"shanley","153.8786330129035","23392","27686","1.7268202E-6","2.9968756E-8","1.756789E-6","3","71"
"sluggish","-153.87008133290294","23393","24273","-2.4878677E-6","2.5373547E-6","4.9487014E-8","254","2"
"coined","-153.87008133290294","23394","24274","-2.4878677E-6","2.5373547E-6","4.9487014E-8","254","2"
"seismic","-153.8314757162691","23395","22720","-2.9240277E-6","3.1467193E-6","2.2269155E-7","315","9"
"solemn","-153.79235890747947","23396","20229","-3.869041E-6","4.7350636E-6","8.6602273E-7","474","35"
"chrissie","153.6733566753061","23397","18993","4.489185E-6","2.0678442E-6","6.5570293E-6","207","265"
"lapsed","-153.64911978336312","23398","24629","-2.3927362E-6","2.4174797E-6","2.4743507E-8","242","1"
"nominate","-153.63944870645076","23399","23971","-2.56302E-6","2.6372504E-6","7.423052E-8","264","3"
"hydraulic","-153.63944870645076","23400","23972","-2.56302E-6","2.6372504E-6","7.423052E-8","264","3"
"hurdle","-153.63283615480316","23401","19297","-4.33271E-6","5.644116E-6","1.3114059E-6","565","53"
"muster","-153.626903447068","23402","21636","-3.3107008E-6","3.756084E-6","4.453831E-7","376","18"
"decorate","-153.626903447068","23403","21637","-3.3107008E-6","3.756084E-6","4.453831E-7","376","18"
"gospels","-153.62570466765928","23404","23270","-2.7585081E-6","2.9069693E-6","1.4846104E-7","291","6"
"dickson","153.56760584568508","23405","19619","4.1612175E-6","1.6782503E-6","5.8394676E-6","168","236"
"clicked","-153.51963293999214","23406","23068","-2.8136815E-6","2.986886E-6","1.7320454E-7","299","7"
"mudge","153.49689844658553","23407","26687","1.9243073E-6","7.991668E-8","2.004224E-6","8","81"
"insure","-153.46402587157152","23408","22180","-3.1047623E-6","3.4264278E-6","3.216656E-7","343","13"
"refund","-153.46402587157152","23409","22181","-3.1047623E-6","3.4264278E-6","3.216656E-7","343","13"
"doer","153.4314282323077","23410","24695","2.3730722E-6","2.4973963E-7","2.6228117E-6","25","106"
"singers","-153.40739683381085","23411","18322","-4.8477095E-6","6.7529595E-6","1.90525E-6","676","77"
"birkenhead","-153.38613539023234","23412","21424","-3.3810888E-6","3.875959E-6","4.948701E-7","388","20"
"wipe","153.3845989178912","23413","14752","7.574303E-6","7.741928E-6","1.5316231E-5","775","619"
"minstrel","153.3557672030597","23414","22041","3.155491E-6","7.2923973E-7","3.8847306E-6","73","157"
"superbowl","153.3258996094328","23415","25222","2.2350614E-6","1.8980212E-7","2.4248636E-6","19","98"
"blaker","153.3258996094328","23416","25223","2.2350614E-6","1.8980212E-7","2.4248636E-6","19","98"
"epsilon","153.29258118711982","23417","21124","3.49437E-6","1.0089481E-6","4.503318E-6","101","182"
"corrosion","-153.29032469541443","23418","23727","-2.6281828E-6","2.7271567E-6","9.897403E-8","273","4"
"joints","-153.24358647772536","23419","17066","-5.627048E-6","8.621012E-6","2.9939642E-6","863","121"
"shortest","-153.2096462422912","23420","22745","-2.914038E-6","3.1367297E-6","2.2269155E-7","314","9"
"pledges","-153.20753893054464","23421","24299","-2.477878E-6","2.527365E-6","4.9487014E-8","253","2"
"evokes","-153.20753893054464","23422","24300","-2.477878E-6","2.527365E-6","4.9487014E-8","253","2"
"joyride","153.20676410780413","23423","24942","2.3040666E-6","2.1977088E-7","2.5238376E-6","22","102"
"pollyanna","153.20612246043237","23424","26225","2.0180562E-6","1.0988544E-7","2.1279416E-6","11","86"
"valerian","153.20612246043237","23425","26226","2.0180562E-6","1.0988544E-7","2.1279416E-6","11","86"
"pomme","153.20612246043237","23426","26227","2.0180562E-6","1.0988544E-7","2.1279416E-6","11","86"
"bullard","153.20612246043237","23427","26228","2.0180562E-6","1.0988544E-7","2.1279416E-6","11","86"
"jussi","153.20230766637184","23428","27481","1.7663176E-6","3.995834E-8","1.8062759E-6","4","73"
"bawn","153.20230766637184","23429","27482","1.7663176E-6","3.995834E-8","1.8062759E-6","4","73"
"loom","153.14848950555685","23430","18113","4.9680734E-6","2.7271567E-6","7.69523E-6","273","311"
"forster","-153.1213768395017","23431","19956","-3.995063E-6","4.984803E-6","9.897402E-7","499","40"
"mansour","153.1072535560847","23432","26874","1.8848099E-6","6.99271E-8","1.954737E-6","7","79"
"paik","153.1072535560847","23433","26875","1.8848099E-6","6.99271E-8","1.954737E-6","7","79"
"tomatoes","-153.0919994386418","23434","17734","-5.181514E-6","7.5321473E-6","2.3506332E-6","754","95"
"scorn","-153.0422890974024","23435","21674","-3.3007113E-6","3.7460945E-6","4.453831E-7","375","18"
"leyton","153.00031960821306","23436","21414","3.3863282E-6","9.1904184E-7","4.30537E-6","92","174"
"parochial","-152.98383088876378","23437","24001","-2.5530305E-6","2.627261E-6","7.423052E-8","263","3"
"downturn","-152.98383088876378","23438","24002","-2.5530305E-6","2.627261E-6","7.423052E-8","263","3"
"unidentified","-152.98383088876378","23439","24003","-2.5530305E-6","2.627261E-6","7.423052E-8","263","3"
"firmer","-152.97912467388736","23440","24661","-2.3827465E-6","2.40749E-6","2.4743507E-8","241","1"
"waged","-152.97912467388736","23441","24662","-2.3827465E-6","2.40749E-6","2.4743507E-8","241","1"
"courting","-152.97912467388736","23442","24663","-2.3827465E-6","2.40749E-6","2.4743507E-8","241","1"
"spreadsheets","-152.97912467388736","23443","24664","-2.3827465E-6","2.40749E-6","2.4743507E-8","241","1"
"unanswered","-152.97912467388736","23444","24665","-2.3827465E-6","2.40749E-6","2.4743507E-8","241","1"
"seasons","-152.9672699219684","23445","15520","-6.861293E-6","1.205743E-5","5.1961365E-6","1207","210"
"ergs","152.9209912584064","23446","25459","2.1808103E-6","1.6982295E-7","2.3506332E-6","17","95"
"rosin","152.9209912584064","23447","25460","2.1808103E-6","1.6982295E-7","2.3506332E-6","17","95"
"asgard","152.9071027421512","23448","27251","1.805815E-6","4.9947925E-8","1.855763E-6","5","75"
"kazoo","152.9071027421512","23449","27252","1.805815E-6","4.9947925E-8","1.855763E-6","5","75"
"bushi","152.9071027421512","23450","27253","1.805815E-6","4.9947925E-8","1.855763E-6","5","75"
"antal","152.9071027421512","23451","27254","1.805815E-6","4.9947925E-8","1.855763E-6","5","75"
"bismark","152.9071027421512","23452","27255","1.805815E-6","4.9947925E-8","1.855763E-6","5","75"
"banquet","-152.90000390005784","23453","21877","-3.2203338E-6","3.6162298E-6","3.958961E-7","362","16"
"basia","152.89623463712314","23454","27067","1.8453125E-6","5.993751E-8","1.90525E-6","6","77"
"keres","152.89623463712314","23455","27068","1.8453125E-6","5.993751E-8","1.90525E-6","6","77"
"yeager","152.73069096387783","23456","25706","2.1265587E-6","1.4984379E-7","2.2764025E-6","15","92"
"langston","152.73069096387783","23457","25707","2.1265587E-6","1.4984379E-7","2.2764025E-6","15","92"
"chime","152.7148156922877","23458","22351","3.0522133E-6","6.593126E-7","3.711526E-6","66","150"
"binny","152.66919487247335","23459","28044","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"oaty","152.66919487247335","23460","28045","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"sicks","152.66919487247335","23461","28046","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"calas","152.66919487247335","23462","28047","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"vinas","152.66919487247335","23463","28048","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"berat","152.66919487247335","23464","28049","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"hartt","152.66919487247335","23465","28050","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"macer","152.66919487247335","23466","28051","1.6625792E-6","1.997917E-8","1.6825584E-6","2","68"
"ornament","-152.64120954556205","23467","23763","-2.6181933E-6","2.7171673E-6","9.897403E-8","272","4"
"expired","-152.6195629305054","23468","21990","-3.1751504E-6","3.5463029E-6","3.711526E-7","355","15"
"prostitute","-152.6195629305054","23469","21991","-3.1751504E-6","3.5463029E-6","3.711526E-7","355","15"
"pigeons","-152.55369160532678","23470","20218","-3.874266E-6","4.7650324E-6","8.907662E-7","477","36"
"refining","-152.54505852975186","23471","24328","-2.4678884E-6","2.5173754E-6","4.9487014E-8","252","2"
"brownies","152.54291095811323","23472","17442","5.363203E-6","3.346511E-6","8.709714E-6","335","352"
"lucretia","152.53448243050306","23473","25162","2.2498155E-6","1.997917E-7","2.449607E-6","20","99"
"dickie","152.50176746704662","23474","19384","4.288316E-6","1.8480732E-6","6.1363894E-6","185","248"
"marigold","152.48979297260865","23475","22528","2.9931975E-6","6.193543E-7","3.6125518E-6","62","146"
"scrapbook","152.44937315538868","23476","22919","2.8604125E-6","5.29448E-7","3.3898605E-6","53","137"
"mende","152.4252675317483","23477","26407","1.9785587E-6","9.989585E-8","2.0784546E-6","10","84"
"tushar","152.3136528700861","23478","28404","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"spiff","152.3136528700861","23479","28405","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"ligon","152.3136528700861","23480","28406","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"skeets","152.3136528700861","23481","28407","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"gemmy","152.3136528700861","23482","28408","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"falcao","152.3136528700861","23483","28409","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"bopeep","152.3136528700861","23484","28410","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"wetback","152.3136528700861","23485","28411","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"zizz","152.3136528700861","23486","28412","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"seid","152.3136528700861","23487","28413","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"latorre","152.3136528700861","23488","28414","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"onega","152.3136528700861","23489","28415","1.5983384E-6","9.989585E-9","1.6083279E-6","1","65"
"inhibitors","-152.30916385708235","23490","24696","-2.372757E-6","2.3975006E-6","2.4743507E-8","240","1"
"felled","-152.30916385708235","23491","24697","-2.372757E-6","2.3975006E-6","2.4743507E-8","240","1"
"stiffness","-152.30916385708235","23492","24698","-2.372757E-6","2.3975006E-6","2.4743507E-8","240","1"
"unscrupulous","-152.30916385708235","23493","24699","-2.372757E-6","2.3975006E-6","2.4743507E-8","240","1"
"trifle","-152.2559872494283","23494","23125","-2.7937022E-6","2.9669068E-6","1.7320454E-7","297","7"
"obsessed","-152.23880750293543","23495","18945","-4.5096017E-6","6.043699E-6","1.5340974E-6","605","62"
"pocket","-152.10406612574832","23496","11159","-1.2602333E-5","3.571277E-5","2.3110435E-5","3575","934"
"micra","152.02442433652269","23497","25391","2.195564E-6","1.7981253E-7","2.3753767E-6","18","96"
"outsiders","-151.99333879972096","23498","18022","-5.009848E-6","7.1625327E-6","2.152685E-6","717","87"
"idiosyncratic","-151.9922009607845","23499","23800","-2.6082037E-6","2.7071776E-6","9.897403E-8","271","4"
"scrabble","151.9165270814898","23500","21167","3.4843802E-6","1.0189377E-6","4.503318E-6","102","182"
"dichotomy","-151.88264062163586","23501","24364","-2.457899E-6","2.507386E-6","4.9487014E-8","251","2"
"primer","151.82728870102727","23502","18639","4.684368E-6","2.3675318E-6","7.0518995E-6","237","285"
"lipton","151.74808202901863","23503","22075","3.1455013E-6","7.3922934E-7","3.8847306E-6","74","157"
